Fecha,Direccion,CGM,Tipo Evento,Coordenadas
2025-03-24,Camino de Cintura y Libres del Sur,Llavallol,Poste caído,"-34.798918471871744, -58.443098512247175"
2025-03-24,Las Tropas y Lisandro de la Torre,Santa Marta,Anegamiento,"-34.74433332290694, -58.43271865968675"
2025-03-24,Chacabuco y Av. Adolfo Alsina,Banfield,Anegamiento,"-34.7454396570551, -58.39364139044304"
2025-03-24,Gral. Arenales y Presbítero José Malabia,Banfield,Desobstrucción,"-34.736923038881976, -58.38614795976107"
2025-03-24,Gral. Campos y Presbítero José Malabia,Banfield,Anegamiento,"-34.73856382497843, -58.38073783461987"
2025-03-24,Giachino y Quiroga,Santa Catalina,Anegamiento,"-34.7475769082784, -58.4721662616351"
2025-03-24,Soldado Rodríguez y Manuela Pedraza,Santa Catalina,Anegamiento,"-34.74116201905662, -58.472296960778245"
2025-03-24,Av. Olimpo y C. 4,Santa Catalina,Anegamiento,"-34.735537832543976, -58.483705942314074"
2025-04-17,Mayor Olivero 1885,Santa Marta,Árbol caído,"-34.74161768414306, -58.437159434535445"
2025-04-17,Barrio Obrero,Santa Catalina,Anegamiento,"-34.748278478074255, -58.46274496707278"
2025-04-26,Arana Goiri 2800,Albertina,Inundación,"-34.73991544704859, -58.46140687510209"
2025-04-26,Napoles 1700/1800,Albertina,Inundación,"-34.72909182735579, -58.44377467510258"
2025-04-26,Terrada 2400/2500,Albertina,Inundación,"-34.74467178714822, -58.462517532772495"
2025-05-06,Arana Goiri 2800,Albertina,Inundación,"-34.73991544704859, -58.46140687510209"
2025-05-06,Ginebra y Falucho,Albertina,Anegamiento,"-34.73180053354627, -58.46039482846807"
2025-05-06,París y Claudio de Alas,Albertina,Anegamiento,"-34.73528133658997, -58.4511863912597"
2025-05-06,Rawson y Falucho,Albertina,Anegamiento,"-34.74160678467422, -58.452491310370924"
2025-05-06,Bragado 615,Budge,Anegamiento,"-34.725485486317595, -58.454592219105194"
2025-05-06,Machado y Azamor,Budge,Anegamiento,"-34.71380218521984, -58.46630558651985"
2025-05-06,Montiel y Turner,Budge,Anegamiento,"-34.70960246848906, -58.46194585090733"
2025-05-06,Bariloche y Azamor,Budge,Anegamiento,"-34.71153268940673, -58.462022808552874"
2025-05-06,Campoamor y Figueredo,Budge,Anegamiento,"-34.71068101427919, -58.457792045028384"
2025-05-06,Azamor y Campoamor,Budge,Anegamiento,"-34.70967588825727, -58.45873973554652"
2025-05-06,Guaminí y Baradero,Budge,Anegamiento,"-34.712797795248264, -58.45776634903638"
2025-05-06,Campana y Espronceda,Budge,Anegamiento,"-34.716493241262, -58.46118663741519"
2025-05-06,Ayolas entre Espronceda y Saladillo,Budge,Anegamiento,"-34.72006907453888, -58.45817023552939"
2025-05-06,Necol y Montiel,Budge,Anegamiento,"-34.715881083215244, -58.456865893237875"
2025-05-06,Cosquín y Recondo,Budge,Anegamiento,"-34.71530856288018, -58.452691393219744"
2025-05-06,Guaminí y Canadá,Budge,Anegamiento,"-34.720256470192595, -58.45196530715256"
2025-05-06,Andrés Bello y Ayolas,Budge,Anegamiento,"-34.72324363678806, -58.463855393217514"
2025-05-06,Claudio de Alas y Baradero,Budge,Anegamiento,"-34.717092570505564, -58.46541012822578"
2025-05-06,Saladillo y Figueredo,Budge,Anegamiento,"-34.71333647972949, -58.46209643684176"
2025-05-06,Baradero y Bariloche,Budge,Anegamiento,"-34.71388437914126, -58.45999114067718"
2025-05-06,Figueredo y Espronceda,Budge,Anegamiento,"-34.71388127620096, -58.46326390935448"
2025-05-06,General Conesa y Amberes,Centenario,Anegamiento,"-34.720315381953874, -58.4260146058147"
2025-05-06,Amberes y Darwin,Centenario,Anegamiento,"-34.719797995449014, -58.42469758284104"
2025-05-06,Filardi y Amsterdan,Centenario,Inundación,"-34.72625844095259, -58.428804962424394"
2025-05-06,Amberes y Hornos,Centenario,Anegamiento,"-34.7193814169271, -58.42360742201682"
2025-05-06,Hornos esquina París,Centenario,Anegamiento,"-34.71980601944192, -58.42270132238551"
2025-05-06,Hornos esquina Martín Rodríguez,Centenario,Anegamiento,"-34.72631599952435, -58.418001737722655"
2025-05-06,Morazán desde París hasta Amberes,Centenario,Anegamiento,"-34.72484867490065, -58.431044568407"
2025-05-06,Milán desde Berna hasta Nápoles,Centenario,Anegamiento,"-34.724452284404904, -58.43230970704051"
2025-05-06,La Haya y Unamuno,Centenario,Anegamiento,"-34.72038869918259, -58.436867876360125"
2025-05-06,Sarmiento esquina Pío Baroja,Centenario,Anegamiento,"-34.731891585547686, -58.43166978374332"
2025-05-06,Plumerillo y Calingasta,Fiorito,Inundación,"-34.701166044653256, -58.44479771734293"
2025-05-06,General Conesa y Calingasta,Fiorito,Inundación,"-34.69969258347481, -58.44184414617881"
2025-05-06,Larrazabal y Morse,Fiorito,Anegamiento,"-34.697333675369606, -58.44506670385069"
2025-05-06,Plumerillo y Campana,Fiorito,Anegamiento,"-34.70516685069706, -58.44179041919367"
2025-05-06,Campana y Mario Bravo,Fiorito,Anegamiento,"-34.705809412545776, -58.44283896152182"
2025-05-06,Plumerillo y Baradero,Fiorito,Anegamiento,"-34.70439296950347, -58.44244863453709"
2025-05-06,Larrazabal y Baradero,Fiorito,Anegamiento,"-34.702937046083655, -58.44003598850697"
2025-05-06,Larrazabal y Pilar,Fiorito,Anegamiento,"-34.70223417951259, -58.4405812191939"
2025-05-06,Larrazabal y Figueredo,Fiorito,Anegamiento,"-34.7017633025766, -58.440936875014415"
2025-05-06,General Conesa y Figueredo,Fiorito,Anegamiento,"-34.701507922417186, -58.44046276152225"
2025-05-06,Larrazabal y Bernal,Fiorito,Anegamiento,"-34.70101714178612, -58.44152123268638"
2025-05-06,Larrazabal y Azamor,Fiorito,Anegamiento,"-34.700423378710575, -58.441974161522246"
2025-05-06,Gral. Conesa y Chivilcoy,Fiorito,Anegamiento,"-34.69827475646111, -58.442906803850754"
2025-05-06,Azamor y Milán,Fiorito,Anegamiento,"-34.70435176941562, -58.44837214617856"
2025-05-06,Necol y José Luis Murature,Fiorito,Anegamiento,"-34.706221493742206, -58.43925841919358"
2025-05-06,José Luis Murature y Recondo,Fiorito,Anegamiento,"-34.707589755608474, -58.43832403268593"
2025-05-06,Miguel de Unamuno y Australia,Fiorito,Anegamiento,"-34.717156866135014, -58.440420921564986"
2025-05-06,Camino de la ribera,Fiorito,Anegamiento,"-34.70472831853422, -58.45966529546227"
2025-05-06,Barrio El Corcho,Lamadrid,Inundación,"-34.71887882012441, -58.46934867335015"
2025-05-06,Villa Amelia,Lamadrid,Inundación,"-34.720106711613816, -58.470751423894946"
2025-05-06,Frías y Colombres,Lomas,Anegamiento,"-34.7609994608831, -58.42242341930576"
2025-05-06,Sixto Fernandez y Frías,Lomas,Anegamiento,"-34.76343436478172, -58.42292206163433"
2025-05-06,Sarmiento y Loria,Lomas,Anegamiento,"-34.76236697920461, -58.40460231930559"
2025-05-06,Sarmiento y Gorriti,Lomas,Anegamiento,"-34.76125036128351, -58.404247518243686"
2025-05-06,Frias y Laprida,Lomas,Arbol caído,"-34.77158866485087, -58.42153458850387"
2025-05-06,Avenida Santa Fe y Francisco Portela,Lomas,Anegamiento,"-34.75397481989215, -58.42071205966881"
2025-05-06,Gral. Arenales y Matheu,Lomas,Anegamiento,"-34.75585322060284, -58.38981259035541"
2025-05-06,General Arenales y Pedernera,Lomas,Anegamiento,"-34.758231269940765, -58.39020670384786"
2025-05-06,Viamonte y Fonrouge,Lomas,Anegamiento,"-34.76041214576055, -58.39207836337034"
2025-05-06,Avenida Colombres y Sarmiento,Lomas,Anegamiento,"-34.76357999577699, -58.404890892206055"
2025-05-06,Juan A. Garona y Sarmiento,Lomas,Anegamiento,"-34.76478632579005, -58.404992617340035"
2025-05-06,Manuel Acevedo y Mariano Boedo,Lomas,Anegamiento,"-34.75917018636214, -58.40095180569871"
2025-05-06,Caseros y Oliden,Lomas,Anegamiento,"-34.77071608484689, -58.41521974617546"
2025-05-06,Falucho y El Zonda,Parque Baron,Anegamiento,"-34.75332868007399, -58.4439513266837"
2025-05-06,Euskadi y Potosí,Parque Baron,Anegamiento,"-34.76027309453858, -58.44351615359758"
2025-05-06,Bustos y Troperos,Parque Baron,Anegamiento,"-34.758184386138936, -58.44859687633243"
2025-05-06,Juan XXIII y Madrid,Parque Baron,Anegamiento,"-34.767641036388426, -58.43848760700884"
2025-05-06,Molina Arrotea y Los Castaños,Parque Baron,Anegamiento,"-34.76472967174634, -58.429329968936074"
2025-05-06,Molina Arrotea y Los Robles,Parque Baron,Anegamiento,"-34.76500902937937, -58.43021662291065"
2025-05-06,Bustos y Urunday,Parque Baron,Anegamiento,"-34.755146325119675, -58.45092101496823"
2025-05-06,Iparraguirre y Urunday,Parque Baron,Anegamiento,"-34.75559229375606, -58.45233082235937"
2025-05-06,Calandria entre Chubut Y río Negro,San Jose,Anegamiento,"-34.760641545124805, -58.357143552490975"
2025-05-06,Golondrina entre Chubut y Río Negro,San Jose,Anegamiento,"-34.76306538666902, -58.35535914849695"
2025-05-06,Caaguazú y Golondrina,San Jose,Anegamiento,"-34.75534236656419, -58.34175713277215"
2025-05-06,Eva Perón esq. Picaflor,San Jose,Anegamiento,"-34.75735618249477, -58.353692219302914"
2025-05-06,Eva Perón esq. Benteveo,San Jose,Anegamiento,"-34.75669409776067, -58.35214991743071"
2025-05-06,Donato Alvarez esq. Cardenal,San Jose,Anegamiento,"-34.74893013368527, -58.34028840393691"
2025-05-06,Donato Alvarez esq Eva Perón,San Jose,Anegamiento,"-34.75043366771337, -58.339650732772256"
2025-05-06,Eva Perón y Zurich,San Jose,Anegamiento,"-34.751073069078124, -58.34142900393703"
2025-05-06,Eva Perón y Caaguazu,San Jose,Anegamiento,"-34.75193239547387, -58.343043844419185"
2025-05-06,Dinamarca y Monroe,San Jose,Anegamiento,"-34.74685810381277, -58.356521646176645"
2025-05-06,Dinamarca y El Litoral,San Jose,Anegamiento,"-34.74675690679784, -58.35534046152008"
2025-05-06,Blvd. Armesti y Av. Tte. Gral. Donato Álvarez,San Jose,Anegamiento,"-34.73898111149809, -58.343494230616905"
2025-05-06,Donato Álvarez 790,San Jose,Anegamiento,"-34.616609641588916, -58.45825108062613"
2025-05-06,Dinamarca esquina Erickson,San Jose,Anegamiento,"-34.744787155662685, -58.35146467316162"
2025-05-06,Costa Rica esquina El Mirasol,San Jose,Anegamiento,"-34.75542246736473, -58.35337276997842"
2025-05-06,Suiza esquina El Tala,San Jose,Anegamiento,"-34.75362643417264, -58.35636227501222"
2025-05-06,El Zorzal y Caaguazú,San Jose,Anegamiento,"-34.75518370100411, -58.34180004802714"
2025-05-06,Monteros 118,San Jose,Anegamiento,"-34.75208213706492, -58.340069212307725"
2025-05-06,Plaza La Algodonera,Temperley,Anegamiento,"-34.77631152295694, -58.40958263279803"
2025-05-06,Av. Eva Perón y Emilio Castro,Temperley,Anegamiento,"-34.77433080602863, -58.38648321930511"
2025-05-06,Avenida Eva Perón y Avenida Almirante Brown,Temperley,Anegamiento,"-34.77698824923228, -58.391658920092766"
2025-05-06,Alzaga y Avenida Eva Perón,Temperley,Inundación,"-34.77500810930746, -58.3878746030604"
2025-05-06,Lucio V. López y Ituzaingó,Temperley,Anegamiento,"-34.767358656294455, -58.389929569324025"
2025-05-06,Presbítero Russo y San Blas,Temperley,Inundación,"-34.78485096858451, -58.41820759035418"
2025-05-06,Juncal y Bernardo de Irigoyen,Temperley,Inundación,"-34.7654199133559, -58.38785920569842"
2025-05-06,Miguel Estanislao Soler y J. M. Fernández,Temperley,Anegamiento,"-34.776257047835095, -58.41003871919031"
2025-05-06,Miguel Estanislao Soler y Lavalle,Temperley,Anegamiento,"-34.777134549521776, -58.40924738850349"
2025-05-06,Avellaneda y San Blas,Temperley,Anegamiento,"-34.78490785813886, -58.41817843218712"
2025-05-06,25 de Mayo y Scalabrini Ortiz,Temperley,Anegamiento,"-34.78376673355099, -58.410779710145114"
2025-05-06,25 de Mayo y Vago,Temperley,Anegamiento,"-34.784520682946926, -58.41186392658995"
2025-05-06,Miguel Estanislao Soler y Coronel Pringles,Temperley,Anegamiento,"-34.77538852099248, -58.41075390569791"
2025-05-06,RN205 y Mariño,Temperley,Anegamiento,"-34.784464151994214, -58.40739730384664"
2025-05-06,Perito Moreno y Leloir,Temperley,Anegamiento,"-34.78424801194036, -58.39496744802586"
2025-05-06,Indalecio Gómez y Leloir,Temperley,Anegamiento,"-34.78653779039358, -58.39423925966733"
2025-05-06,Conscripto Bernardi y Leloir,Temperley,Anegamiento,"-34.7856318543638, -58.39482501918995"
2025-05-06,Carabobo y El Zorzal,Temperley,Anegamiento,"-34.77149447769568, -58.374164461518994"
2025-05-06,Cangallo y Avenida Almirante Brown,Temperley,Anegamiento,"-34.77545202112811, -58.39272343268288"
2025-05-06,San Rafael y Santa Lucía,Turdera,Anegamiento,"-34.79398810311889, -58.41049843358454"
2025-05-06,Soler y San Joaquín,Turdera,Anegamiento,"-34.789535617992726, -58.39933264802555"
2025-05-06,Machado de Asis,Llavallol,Anegamiento,"-34.78917373932598, -58.42145711918986"
2025-05-06,Luis Davila,Llavallol,Anegamiento,"-34.80801391793123, -58.41962853268142"
2025-05-06,Av. del Rey,Llavallol,Anegamiento,"-34.801657218455084, -58.41723946336845"
2025-05-06,1 de marzo y Arroyo del Rey,Llavallol,Anegamiento,"-34.8023762945906, -58.4174345299791"
2025-05-06,Antártida Argentina y Polonia,Llavallol,Anegamiento,"-34.800925995266624, -58.431150248025"
2025-05-06,Iparraguirre y Valparaíso,Santa Marta,Inundación,"-34.75275185193561, -58.45467383648624"
2025-05-06,Arana Goiri 1100,Santa Marta,Inundación,"-34.75731451457004, -58.44823705330428"
2025-05-06,Copihue y Iparraguirre,Santa Marta,Anegamiento,"-34.7516180273394, -58.455551857838934"
2025-05-06,Iparraguirre y Neuquén,Santa Marta,Anegamiento,"-34.74923697740064, -58.45718962209083"
2025-05-06,Bustos y Miramar,Santa Marta,Anegamiento,"-34.74984387100975, -58.45512166998907"
2025-05-06,Grigera y las vías,Banfield,Anegamiento,"-34.74675237504922, -58.395892253364075"
2025-05-06,Gral. Arenales y Cochabamba,Banfield,Anegamiento,"-34.74494532278121, -58.38758026439213"
2025-05-06,Malabia y Pueyrredon,Banfield,Anegamiento,"-34.73645943745687, -58.38886917416505"
2025-05-06,Barrio Obrero,Santa Catalina,Anegamiento,"-34.748278478074255, -58.46274496707278"
2025-05-06,Jardín 938,Santa Catalina,Anegamiento,"-34.70471257018478, -58.53928508850701"
2025-05-06,Av. Dr. Gilberto Elizalde 3671,Santa Catalina,Anegamiento,"-34.761120965802746, -58.472628084870735"
2025-05-17,Andrés Bello y Ginebra,Albertina,Anegamiento,"-34.730725242921714, -58.457829149992406"
2025-05-17,Arana Goiri 2800,Albertina,Inundación,"-34.73991544704859, -58.46140687510209"
2025-05-17,Bucarest y Andrés Bello,Albertina,Anegamiento,"-34.73143055734039, -58.457709744100185"
2025-05-17,Napoles 1700/1800,Albertina,Inundación,"-34.72909182735579, -58.44377467510258"
2025-05-17,Rawson y Falucho,Albertina,Anegamiento,"-34.74160678467422, -58.452491310370924"
2025-05-17,París y Arroyo,Albertina,Anegamiento,"-34.73780330060978, -58.45600121304959"
2025-05-17,Amberes y Hornos,Centenario,Anegamiento,"-34.7193814169271, -58.42360742201682"
2025-05-17,Amberes y José Luis Murature,Centenario,Boca de tormenta obstruida,"-34.72107116021442, -58.427193918351335"
2025-05-17,Bolonia y José Luis Murature,Centenario,Boca de tormenta obstruida,"-34.719791831782494, -58.42819039908687"
2025-05-17,José Luis Murature y Ostende,Centenario,Boca de tormenta obstruida,"-34.71822410459845, -58.429402503010365"
2025-05-17,Bucarest y José Luis Murature,Centenario,Boca de tormenta obstruida,"-34.71709894616826, -58.4302085760219"
